S.No,Lat,Lon,Accuracy,Timestamp,Mode
88,12.193067,79.084035,4.23,"7/31/2025, 11:07:29 AM",auto
89,12.193069,79.084045,4.27,"7/31/2025, 11:07:30 AM",auto
90,12.193069,79.084045,4.27,"7/31/2025, 11:07:30 AM",auto
91,12.193069,79.084045,4.27,"7/31/2025, 11:07:30 AM",auto
92,12.193069,79.084045,4.27,"7/31/2025, 11:07:30 AM",auto
93,12.193069,79.084047,4.26,"7/31/2025, 11:07:30 AM",auto
94,12.193069,79.084047,4.26,"7/31/2025, 11:07:30 AM",auto
95,12.193069,79.084047,4.26,"7/31/2025, 11:07:31 AM",auto
96,12.193069,79.084047,4.26,"7/31/2025, 11:07:31 AM",auto
97,12.19307,79.084051,4.21,"7/31/2025, 11:07:31 AM",auto
98,12.19307,79.084051,4.21,"7/31/2025, 11:07:31 AM",auto
99,12.19307,79.084056,4.29,"7/31/2025, 11:07:31 AM",auto
100,12.19307,79.084056,4.29,"7/31/2025, 11:07:31 AM",auto
101,12.19307,79.084056,4.29,"7/31/2025, 11:07:32 AM",auto
102,12.19307,79.084056,4.29,"7/31/2025, 11:07:32 AM",auto
103,12.193069,79.084061,4.27,"7/31/2025, 11:07:32 AM",auto
104,12.193069,79.084065,4.28,"7/31/2025, 11:07:33 AM",auto
105,12.193069,79.084065,4.28,"7/31/2025, 11:07:33 AM",auto
106,12.193069,79.084065,4.28,"7/31/2025, 11:07:33 AM",auto
107,12.193069,79.084065,4.28,"7/31/2025, 11:07:33 AM",auto
108,12.193069,79.084065,4.28,"7/31/2025, 11:07:33 AM",auto
109,12.193069,79.084072,4.3,"7/31/2025, 11:07:34 AM",auto
110,12.193069,79.084072,4.3,"7/31/2025, 11:07:34 AM",auto
111,12.193069,79.084072,4.3,"7/31/2025, 11:07:34 AM",auto
112,12.193069,79.084072,4.3,"7/31/2025, 11:07:34 AM",auto
113,12.193069,79.084082,4.38,"7/31/2025, 11:07:34 AM",auto
114,12.193069,79.084082,4.38,"7/31/2025, 11:07:34 AM",auto
115,12.19307,79.084092,4.36,"7/31/2025, 11:07:35 AM",auto
116,12.19307,79.084092,4.36,"7/31/2025, 11:07:35 AM",auto
117,12.19307,79.084097,4.53,"7/31/2025, 11:07:35 AM",auto
118,12.19307,79.084097,4.53,"7/31/2025, 11:07:35 AM",auto
119,12.19307,79.084136,3.87,"7/31/2025, 11:07:37 AM",auto
120,12.19307,79.084136,3.87,"7/31/2025, 11:07:37 AM",auto
121,12.19307,79.084136,3.87,"7/31/2025, 11:07:37 AM",auto
122,12.19307,79.084136,3.87,"7/31/2025, 11:07:37 AM",auto
123,12.193069,79.084149,3.59,"7/31/2025, 11:07:38 AM",auto
124,12.193069,79.084149,3.59,"7/31/2025, 11:07:38 AM",auto
125,12.193069,79.084149,3.59,"7/31/2025, 11:07:38 AM",auto
126,12.193069,79.084149,3.59,"7/31/2025, 11:07:38 AM",auto
127,12.193069,79.084151,3.42,"7/31/2025, 11:07:38 AM",auto
128,12.193069,79.084151,3.42,"7/31/2025, 11:07:38 AM",auto
129,12.193068,79.08416,3.23,"7/31/2025, 11:07:39 AM",auto
130,12.193068,79.08416,3.23,"7/31/2025, 11:07:39 AM",auto
131,12.193068,79.084171,2.66,"7/31/2025, 11:07:40 AM",auto
132,12.193068,79.084171,2.66,"7/31/2025, 11:07:40 AM",auto
133,12.193068,79.084171,2.66,"7/31/2025, 11:07:40 AM",auto
134,12.193068,79.084171,2.66,"7/31/2025, 11:07:40 AM",auto
135,12.193068,79.08418,1.9,"7/31/2025, 11:07:41 AM",auto
136,12.193068,79.08418,1.9,"7/31/2025, 11:07:41 AM",auto
137,12.193068,79.08418,1.9,"7/31/2025, 11:07:41 AM",auto
138,12.193068,79.08418,1.9,"7/31/2025, 11:07:41 AM",auto
139,12.19307,79.084188,1.89,"7/31/2025, 11:07:42 AM",auto
140,12.19307,79.084188,1.89,"7/31/2025, 11:07:42 AM",auto
141,12.19307,79.084188,1.89,"7/31/2025, 11:07:42 AM",auto
142,12.19307,79.084188,1.89,"7/31/2025, 11:07:42 AM",auto
143,12.193071,79.084189,2.13,"7/31/2025, 11:07:43 AM",auto
144,12.193071,79.084189,2.13,"7/31/2025, 11:07:43 AM",auto
145,12.193071,79.08419,2.3,"7/31/2025, 11:07:43 AM",auto
146,12.193071,79.08419,2.3,"7/31/2025, 11:07:43 AM",auto
147,12.193071,79.084191,2.34,"7/31/2025, 11:07:44 AM",auto
148,12.193071,79.084191,2.34,"7/31/2025, 11:07:44 AM",auto
149,12.193071,79.084191,2.34,"7/31/2025, 11:07:44 AM",auto
150,12.193071,79.084191,2.34,"7/31/2025, 11:07:44 AM",auto
151,12.193072,79.084196,2.57,"7/31/2025, 11:07:44 AM",auto
152,12.193072,79.084196,2.57,"7/31/2025, 11:07:44 AM",auto
153,12.193072,79.084202,2.63,"7/31/2025, 11:07:45 AM",auto
154,12.193072,79.084202,2.63,"7/31/2025, 11:07:45 AM",auto
155,12.193073,79.084205,2.79,"7/31/2025, 11:07:46 AM",auto
156,12.193073,79.084205,2.79,"7/31/2025, 11:07:46 AM",auto
157,12.193073,79.084205,2.79,"7/31/2025, 11:07:46 AM",auto
158,12.193073,79.084205,2.79,"7/31/2025, 11:07:46 AM",auto
159,12.193074,79.084211,2.95,"7/31/2025, 11:07:47 AM",auto
160,12.193074,79.084211,2.95,"7/31/2025, 11:07:47 AM",auto
161,12.193074,79.084211,2.95,"7/31/2025, 11:07:47 AM",auto
162,12.193074,79.084211,2.95,"7/31/2025, 11:07:47 AM",auto
163,12.193074,79.084211,2.95,"7/31/2025, 11:07:47 AM",auto
164,12.193074,79.084211,2.95,"7/31/2025, 11:07:47 AM",auto
165,12.193076,79.084237,2.95,"7/31/2025, 11:07:48 AM",auto
166,12.193076,79.084237,2.95,"7/31/2025, 11:07:48 AM",auto
167,12.193076,79.084237,2.95,"7/31/2025, 11:07:48 AM",auto
168,12.193076,79.084237,2.95,"7/31/2025, 11:07:48 AM",auto
169,12.193075,79.084226,2.88,"7/31/2025, 11:07:49 AM",auto
170,12.193075,79.084226,2.88,"7/31/2025, 11:07:49 AM",auto
171,12.193075,79.084226,2.88,"7/31/2025, 11:07:49 AM",auto
172,12.193075,79.084226,2.88,"7/31/2025, 11:07:49 AM",auto
173,12.193077,79.084231,2.87,"7/31/2025, 11:07:49 AM",auto
174,12.193077,79.084231,2.87,"7/31/2025, 11:07:49 AM",auto
175,12.193077,79.084231,2.87,"7/31/2025, 11:07:50 AM",auto
176,12.193077,79.084231,2.87,"7/31/2025, 11:07:50 AM",auto
177,12.193079,79.084243,2.81,"7/31/2025, 11:07:50 AM",auto
178,12.193079,79.084243,2.81,"7/31/2025, 11:07:50 AM",auto
